,business_id,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
43961,T2tEMLpTeSMxLKpxwFdS3g,"""Cabo Fish Taco""",NoDa,"""3201 N Davidson St""",Charlotte,NC,28205,35.247251,-80.8058269,4.0,945,1,Latin American;Mexican;Restaurants;Seafood
43986,v75YA674Ioi4IwQ06T6XmQ,"""Sub Station II""",Steele Creek,"""4115-C Rose Lake Dr""",Charlotte,NC,28263,35.1801907,-80.9292372,4.0,12,1,Sandwiches;Restaurants
44087,BZ8nUf9R4sa1S-9sU6AjRg,"""China Town""",Steele Creek,"""13000 S Tryon St, Ste B""",Charlotte,NC,28278,35.1033211,-80.9908799,3.5,16,1,Restaurants;Chinese
44122,Cdk3wRR7TwJb1JW7agPJXw,"""Pint Central""",Plaza Midwood,"""1226 Central Ave, Ste A""",Charlotte,NC,28204,35.2206108,-80.8173398,4.0,160,1,Bars;American (New);Beer Gardens;Restaurants;Tapas Bars;Beer Bar;Nightlife;Argentine
44162,kUPlKgW6OLRw8_rrYtBV3A,"""Seaboard Taproom and Wine Bar""",,"""213 N Trade St""",Matthews,NC,28105,35.1175932,-80.7213451,4.5,36,1,Food;Breweries;Wine Bars;Beer Bar;Bars;Nightlife;American (Traditional);Restaurants;Pubs
44194,LDfwOLcQMASCS-MWXFPsCw,"""Taqueria La Unica""",,"""3695 Foothills Way""",Fort Mill,SC,29708,35.0924290234,-80.9365059435,3.5,36,1,Restaurants;Mexican
44195,rR8V4T5Px9ICnYLEJF225A,"""Bojangles' Famous Chicken 'n Biscuits""",Highland Creek,"""5825 Highland Shoppes Dr""",Charlotte,NC,28269,35.37095,-80.784234,2.0,20,1,Fast Food;Salad;Restaurants;Sandwiches
44208,HpIEmY43r-mnjmwj_qg-qg,"""US Fried Chicken""",Derita,"""2823 W Sugar Creek Rd""",Charlotte,NC,28262,35.300651,-80.802205,3.5,29,1,Restaurants;American (Traditional);Burgers;Chicken Wings
44226,zPdXBoS5zc8Tx2UZXKlNRQ,"""Breakfastime""",,"""1170 Copperfield Blvd""",Concord,NC,28025,35.4635799,-80.5857656,4.0,57,1,Breakfast & Brunch;Cafes;Restaurants
44269,MbPObYMEOk4-IaTG0kOBjw,"""Salsarita's Fresh Mexican Grill""",,"""14230 Reese Blvd W""",Huntersville,NC,28078,35.408335885,-80.8629224063,2.0,20,1,Event Planning & Services;Tex-Mex;Caterers;Mexican;Restaurants
44326,fATLzkO175IUYYMo2RVLJQ,"""Burger King""",,"""501 S Hwy 27""",Stanley,NC,28164,35.3535378,-81.08987,2.5,3,1,Fast Food;Restaurants;Burgers
44353,wPEomRAqTXANuy0Fygsg8Q,"""Bagel Bin & Deli II""",Ballantyne,"""16709 Orchard Stone Run""",Charlotte,NC,28277,35.0267212,-80.8387937,4.0,48,1,Bagels;Restaurants;Food;Sandwiches;Delis
44354,zzmIMvqiBJ_-wVKg_OnGpw,"""Gianni's Trattoria""",,"""16 Union St S""",Concord,NC,28025,35.4100783,-80.5811531,4.0,88,1,Italian;Restaurants;Food
44371,Avf-PGE8lkDY1jkRSUZErw,"""Hawthorne's NY Pizza & Bar""",Highland Creek,"""5814 Highland Shoppes Dr""",Charlotte,NC,28269,35.3721137904,-80.7829607676,4.0,80,1,Nightlife;Italian;Restaurants;Pizza;Bars
44399,EMdlJvCTuT_sylNzcElSLg,"""The Palm Charlotte""",South Park,"""6705-B Phillips Pl Ct""",Charlotte,NC,28210,35.1468168,-80.8277649,3.5,124,1,Restaurants;Seafood;Steakhouses;American (Traditional)
44440,CakJ5qFBJpBds90JnQLJ9A,"""Chick-fil-A""",,"""985 Concord Pkwy S""",Concord,NC,28027,35.391148,-80.624909,4.0,13,1,Fast Food;Event Planning & Services;Caterers;Restaurants;Sandwiches
44447,8fB3OodPzYuagvnEWzULeA,"""Hungry Howie's Pizza""",University City,"""10039 University City Blvd, Ste C""",Charlotte,NC,28262,35.3110293,-80.716159,2.5,9,1,Pizza;Restaurants
44576,ene88q-3oimuctVVHONEOw,"""Conversation Peace Restaurant Bar & Grill""",,"""846 Union St S""",Concord,NC,28025,35.3879325,-80.5609358,4.0,12,1,Food;American (Traditional);Beer;Wine & Spirits;Nightlife;Restaurants;Sports Bars;Bars
44697,hOSBQa3OvrwqZXVDJMqAag,"""Joe and Nosh""",Dilworth,"""500 E Morehead St, ste 150-B""",Charlotte,NC,28202,35.2170808927,-80.8479955959,3.0,13,1,Restaurants;Food;Coffee & Tea;Breakfast & Brunch;Juice Bars & Smoothies
44799,wU8Sld-ehrRXiuH1QcWTcg,"""Showmars""",Dilworth,"""1600 E Blvd""",Charlotte,NC,28203,35.199186,-80.841707,3.5,35,1,Sandwiches;Mediterranean;Southern;Restaurants;Greek
44860,cPvIV2HHJvkFxWeac2aocA,"""OMG Donuts & Bakery""",,"""10005 Weddington Rd""",Concord,NC,28027,35.36467,-80.71139,4.5,20,1,Bakeries;Coffee & Tea;Breakfast & Brunch;Restaurants;Food;Donuts
44906,HFSyU3JO8PAg34BCsPMo0g,"""Picante Mexican Grill""",,"""1500 W Morehead St, Ste A""",Charlotte,NC,28208,35.2293018315,-80.8654958442,4.0,80,1,Mexican;Restaurants
45036,BNtQD_aXWOA_Ip99grNMLw,"""Beantown Tavern""",,"""130 Matthews Station St""",Matthews,NC,28104,35.116499,-80.719595,3.0,108,1,Sports Bars;American (Traditional);Bars;Restaurants;Nightlife
45071,aK2nwA5u7-WXbCoh2zH1bQ,"""IHOP""",,"""16815 Caldwell Creek Dr""",Huntersville,NC,28078,35.4429000556,-80.8671779286,3.0,31,1,American (New);Public Services & Government;Sandwiches;American (Traditional);Breakfast & Brunch;Restaurants
45238,gxy5B_IhNpRFqobsffO0Tw,"""Hawthorne's NY Pizza & Bar""",,"""6215 Old Post Rd, Ste 101""",Charlotte,NC,28212,35.1787866,-80.7571822,3.0,8,1,Bars;Nightlife;Restaurants;Pizza
45269,m_dQ8QWbiEbMBzPP-i5vEg,"""Cheese Steak Place""",,"""8535 Hankins Rd, Ste G""",Charlotte,NC,28269,35.3396224976,-80.8341445923,5.0,3,1,Sandwiches;Restaurants
45275,Oq76C1wZosdT0ZrA3dJPxQ,"""Chuan Wang Fu""",,"""8418 Park Rd""",Charlotte,NC,28210,35.117274,-80.856801,4.5,24,1,Asian Fusion;Chinese;Sushi Bars;Restaurants
45286,tQBTBxZyM3OarBffqafu4w,"""Village Pizza""",,"""773 Crossroads Plz""",Fort Mill,SC,29708,35.0589796,-80.9895682,4.0,49,1,Pizza;Restaurants;Italian
45288,dk7VpR5Xh7t28U99ASZz7A,"""Brazz Carvery & Brazilian Steakhouse""",Uptown,"""500 S College St""",Charlotte,NC,28202,35.2231876,-80.8466272,3.5,120,1,Gluten-Free;Brazilian;Steakhouses;Restaurants
45334,PoQb6so_yIXs35jZV-k9oQ,"""Trade And Lore""",NoDa,"""3306 N Davidson St""",Charlotte,NC,28205,35.2477661463,-80.8040625966,4.5,60,1,Cafes;Restaurants;Food;Coffee & Tea
45465,MQEpDvkdL39hh1N0We3Vaw,"""Hot Taco""",South End,"""200 E Bland St""",Charlotte,NC,28203,35.2168050474,-80.8541905455,2.5,308,1,Restaurants;Mexican
45578,8jgeq1g94jJoZNktsMSruA,"""Papa John's Pizza""",Derita,"""6530 Statesville Rd""",Charlotte,NC,28269,35.311291,-80.838414,1.5,12,1,Pizza;Restaurants
45600,hT3pnZ6HR7oLDE-LfxAElQ,"""Mama Mia Too""",,"""101 Maxwell Ave""",Huntersville,NC,28078,35.4110876,-80.841745,3.5,47,1,Italian;Restaurants
45604,Q8qsbFqIE7lwA-zkv07fxA,"""Mario's Italian Restaurant""",,"""2945 Matthews Weddington Rd""",Matthews,NC,28104,35.0642720419,-80.7268842714,3.5,94,1,Pizza;Italian;Restaurants
45674,eZDXz_RylvdD0tHEA8I0NA,"""New Zealand Cafe""",,"""1717 N Sardis Rd, Ste 6A""",Charlotte,NC,28270,35.140625,-80.737637,4.0,393,1,Restaurants;Seafood;Sushi Bars;Asian Fusion
45751,krM91L2J4x0Wv3RzEwcEbA,"""Tryon House Restaurant""",,"""215 E Exmore St""",Charlotte,NC,28217,35.179674,-80.880629,4.0,84,1,Diners;Restaurants;Southern
45810,Xjp4BhSCg2LeuW-W-jDykg,"""Bruegger's Bagels""",Cotswold,"""106 South Sharon Amity Rd""",Charlotte,NC,28211,35.176106,-80.799651,2.5,29,1,Sandwiches;Restaurants;Food;Breakfast & Brunch;Bagels
45824,y_ktxjYF2WJ__IA05ctSBw,"""Sonny's BBQ""",Arboretum,"""3351-300 Pineville Matthews Road""",Charlotte,NC,28226,35.096098,-80.785635,3.5,41,1,American (New);Event Planning & Services;Restaurants;Barbeque;Caterers
45851,YOy1tOiMMOkrCQ4mO2i3eQ,"""Metro Diner""",,"""8334 Pineville-Matthews Rd, Ste 110""",Charlotte,NC,28226,35.0883799489,-80.8605643598,4.5,217,1,American (Traditional);Restaurants;Diners;Breakfast & Brunch
45926,OgM-BL1BrQ-F5d433wVUmA,"""Little Caesar's Pizza""",NoDa,"""228 Eastway Dr""",Charlotte,NC,28213,35.2571328,-80.7787167,2.5,6,1,Pizza;Restaurants
45948,TbTpEMoxkUlXERODZnG4Fw,"""Christo's Family Restaurant""",,"""235 Branchview Dr SE""",Concord,NC,28025,35.412026,-80.568708,3.5,25,1,Pizza;Chicken Wings;Restaurants;Greek
46019,yXiDD18UV49-7UhA6dWjAw,"""Giacomo's Pizzeria and Italian Restaurant""",University City,"""10230 Berkeley Place Dr""",Charlotte,NC,28262,35.327294,-80.738805,4.0,117,1,Restaurants;Pizza;Italian
46079,5uUACWfCXMLjuL41O-v4aw,"""Zanzibar Cafe""",NoDa,"""3720 N Tryon St, Unit 101""",Charlotte,NC,28206,35.2540731,-80.8015515,4.0,8,1,American (Traditional);Restaurants;African
46127,vUelO4_KmsSjAxA_eKGdPQ,"""Jimmy John's""",,"""1642 Hwy 160 W, Ste 102""",Fort Mill,SC,29708,35.030868857,-80.9669852257,3.0,16,1,Restaurants;Sandwiches
46231,98gLNkYYJCg4f_uJ7o2wBg,"""Hong Kong Restaurant""",Plaza Midwood,"""1713 Central Ave""",Charlotte,NC,28205,35.220624,-80.8098575,3.0,22,1,Chinese;Restaurants
46234,gChmBjLSe3qa8rzEngoDLQ,"""Fahrenheit""",Uptown,"""222 S Caldwell St""",Charlotte,NC,28202,35.2225852263,-80.8410940692,3.0,523,1,American (New);Pizza;Salad;Restaurants
46235,FTKxYJj7d5u3GiEHG5cQSQ,"""Buffalo Wild Wings""",Uptown,"""400 E Martin Luther King Jr Blvd, Ste B""",Charlotte,NC,28202,35.2211909,-80.8439527,2.0,136,1,Bars;Nightlife;American (Traditional);Restaurants;Sports Bars;Chicken Wings
46239,HMaxzaWhRg4d9g4e_gDtFg,"""Chick-fil-A""",,"""10032 Charlotte Hwy""",Indian Land,SC,29707,35.010355,-80.852176,3.5,16,1,Caterers;Restaurants;Event Planning & Services;Fast Food
46249,wC-wLFVCIjXArsrMuUJdYQ,"""Hunan Park""",Highland Creek,"""5818 Prosperity Church Rd""",Charlotte,NC,28269,35.372159,-80.782485,3.5,47,1,Chinese;Restaurants
46261,QAHqplESgDUGgih45W9J-g,"""Dressler's - Charlotte""",Myers Park,"""1100-E Metropolitan Ave, Ste 125-E""",Charlotte,NC,28204,35.2123518,-80.8358725,4.5,273,1,Nightlife;Steakhouses;American (New);Bars;Seafood;Wine Bars;Restaurants
46282,KU5whR0qYFREBiuvo30oEg,"""Yeung's Lotus Express""",,"""8111 Concord Mills Blvd, FC 3""",Concord,NC,28027,35.3689981,-80.7222273,2.5,3,1,Chinese;Restaurants
46284,L0aSDVHNXCl6sY4cfZQ-5Q,"""Mai Thai II""",,"""7712 Sossamon Ln NW, Unit 140""",Concord,NC,28027,35.3648079,-80.7088519,4.0,87,1,Restaurants;Thai
46452,zRr45TrTgq8XAKwvjM0W_Q,"""Vanloi Chinese Barbecue Restaurant""",Plaza Midwood,"""3101 Central Ave, Ste 1""",Charlotte,NC,28205,35.217713,-80.792554,4.0,3,1,Restaurants;Chinese
46464,szdHIyFeOBnbaUmz0kyJFg,"""Hardee's Red Burrito""",,"""875 Gold Hill Rd""",Fort Mill,SC,29708,35.0608679,-80.9626535,2.0,10,1,Fast Food;American (Traditional);Burgers;Restaurants
46571,wedE5hNme1x_Z9CB1VPl1A,"""J-Birds Burger Jointe""",,"""7920 Matthews Mint Hill Rd""",Mint Hill,NC,28227,35.1796675,-80.6478104,3.5,20,1,Restaurants;Burgers;Breakfast & Brunch;American (Traditional)
46586,gutrT_mxAEtLA9hLRKJzZA,"""Antojitos Don Sammy""",,"""4304 Wilkinson Blvd""",Charlotte,NC,28208,35.2356997,-80.9428038,4.5,19,1,Mexican;Restaurants
46621,eQgqJBe-XGH8HAeZA-dWAw,"""Wasabi Sushi""",,"""11025 Carolina Place Pkwy""",Pineville,NC,28134,35.0822,-80.8772242,4.5,28,1,Restaurants;Sushi Bars
46633,9wNvIYUtUkB0B1LDyxapHg,"""Sabor Latin Street Grill""",,"""14039 E Independence Blvd, Ste A5""",Indian Trail,NC,28079,35.078671,-80.653514,4.5,98,1,Mexican;Latin American;Restaurants;Caribbean
46782,C6twek3zMzrjgnA7VWgH7A,"""McAlister's Deli""",,"""4130 Carmel Rd""",Charlotte,NC,28226,35.1161154,-80.8242393,3.5,14,1,Restaurants;Sandwiches;Salad;Delis
46803,Q7dGYPVFr2HTTdgl5aZDQQ,"""Chennai Curries""",Third Ward,"""""",Charlotte,NC,28202,35.2326781,-80.8460822,4.5,3,1,Food;Food Delivery Services;Food Trucks;Indian;Restaurants
46815,tLSgXuy0g8nxX6Xgb7nvrw,"""Lotus Buffet""",University City,"""9605 N Tryon St""",Charlotte,NC,28262,35.3171014,-80.74022,3.0,33,1,Chinese;Restaurants
46860,dXg3Vc_zgy8DChfdy4lD4Q,"""MOD Pizza""",,"""10420 E Independence Blvd""",Matthews,NC,28105,35.125831,-80.707429,3.5,16,1,Restaurants;Fast Food;Pizza
46871,2DODGcOKKhegTzscdwWRig,"""Showmars Fort Mill-Hwy 521""",,"""9783 Charlotte Hwy""",Fort Mill,SC,29707,35.0029435694,-80.8561164206,3.5,30,1,Greek;American (New);Restaurants
46875,vbUABNAQI2iwN7v0xSqG9g,"""Popeye's Chicken""",,"""1489 US 29""",Concord,NC,28025,35.4387336125,-80.6067504762,2.5,7,1,Restaurants;American (Traditional)
46882,e1UF53wfi3HKNmPHzc3OLg,"""Zaxby's Chicken Fingers & Buffalo Wings""",Steele Creek,"""9308 Robert Irwin Dr""",Charlotte,NC,28278,35.1634639281,-80.9707925029,1.0,17,1,Restaurants;Salad;Fast Food;Chicken Wings
47090,WAZN1Q8oJFHlIUzxWduzfA,"""Whooli's Grill""",,"""7146 E Independence Blvd""",Charlotte,NC,28227,35.1633335,-80.7411811,4.0,46,1,Burgers;Bars;American (Traditional);Restaurants;Nightlife;Chicken Wings;Irish Pub;Breakfast & Brunch;Cocktail Bars;Karaoke;Sandwiches;Beer;Wine & Spirits;American (New);Food;Sports Bars
47118,PdfyzKoGrCoFFhPlnOpqfw,"""Pho Cali""",Steele Creek,"""9107 S Tryon St""",Charlotte,NC,28273,35.1338036464,-80.9393927718,3.5,76,1,Vietnamese;Seafood;Restaurants
47330,DN3c3ANXoQ8E1tfrrDQSBg,"""Subway""",,"""10822 Providence Rd, Ste 200B""",Charlotte,NC,28277,35.0618989,-80.771467,2.5,3,1,Restaurants;Sandwiches;Fast Food
47378,_n5gPknmF6_WBrFngFb21w,"""Amaravati Grill""",,"""8145 Ardrey Kell Rd""",Charlotte,NC,28277,35.0390014,-80.7935942,2.5,22,1,Seafood;Desserts;Indian;Food;Barbeque;Restaurants
47531,pC4iDpFVTZWwhNEofv1W8Q,"""Red Bowl Asian Bistro""",,"""6284 Carolina Commons Dr""",Indian land,NC,29707,34.937873,-80.837646,2.5,14,1,Asian Fusion;Imported Food;Food;Restaurants;Ethnic Food;Italian;Specialty Food;Seafood
47665,qP4J_lpCF5nmMyZQtFreow,"""McDonald's""",,"""3020 Derita Rd""",Concord,NC,28027,35.373526584,-80.7326023465,1.5,7,1,Burgers;Restaurants;Fast Food
47681,r83-QcXtk1cyne0YKt67-A,"""Jersey Mike's Subs""",,"""10110 Johnston Rd""",Charlotte,NC,28210,35.0919799,-80.8584918,3.5,7,1,Sandwiches;Restaurants;Delis;Fast Food
47711,h7uxML49NQ_Wj-7zk0DSqg,"""O'Charley's Restaurant & Bar""",University City,"""8420 University City Blvd""",Charlotte,NC,28213,35.295787,-80.741674,2.5,50,1,Restaurants;American (Traditional);Breakfast & Brunch;Burgers
47713,Xl7HZudoYM6GTOdadlVCHg,"""Delicias Restaurante Latino""",Eastland,"""6341 Albemarle Rd""",Charlotte,NC,28212,35.203509042,-80.7366089188,4.5,13,1,Latin American;Mexican;Restaurants
47805,GqfGoFMC3cn_AZI7iUOWKg,"""Bar Louie""",University City,"""8760 Jm Keynes Dr""",Charlotte,NC,28262,35.3074288283,-80.7497937978,3.0,126,1,Restaurants;Cocktail Bars;Bars;American (New);Nightlife
47836,rrfe1RPh6t3QG7BRghzjYA,"""Aix en Provence""",Elizabeth,"""545 B Providence Rd""",Charlotte,NC,28207,35.2021078,-80.8245171,4.5,33,1,French;Restaurants;Spanish;Mediterranean;Italian
47837,aFmmssshCLloiS3rsOaL4Q,"""Moochies Tavern""",,"""15060 Idlewild Rd, Ste I""",Matthews,NC,28104,35.12211,-80.654888,3.5,71,1,American (Traditional);Burgers;Sandwiches;Restaurants
48001,_4KoAOFWFBu7xCoKtZfv6A,"""McAlister's Deli""",,"""936 Market St""",Fort Mill,SC,29708,35.0286102,-80.9675551,3.5,13,1,Salad;Sandwiches;Delis;Restaurants
48205,emu_QZZwqSgFKmBRs3luxw,"""Chick-fil-A""",,"""1480 Concord Pkwy N""",Concord,NC,28025,35.440287,-80.603009,3.0,4,1,Restaurants;Sandwiches;Caterers;Event Planning & Services;Fast Food
48216,rmP7AzV3SAeRWUzbNuqQ5A,"""131 Main""",,"""17830 Statesville Rd""",Cornelius,NC,28031,35.4577917,-80.8680906,4.0,248,1,American (Traditional);Bars;Restaurants;Nightlife
48330,Cr5WR2Vc1Iv_FDcQTP_WOg,"""Danny's Pizza and Pasta Fort Mill""",,"""200 Doby's Bridge Rd""",Fort Mill,SC,29715,34.9566318,-80.8576968,3.5,9,1,Restaurants;Pizza
48394,WvC9K0ZEOTbR7fh-LNe5_A,"""Famous Toastery""",Sedgefield,"""2400 Park Rd""",Charlotte,NC,28203,35.1985012,-80.85265,3.5,265,1,Coffee & Tea;Food;Breakfast & Brunch;Restaurants
48396,6u0rUgAS7PfjFTx5jHFGog,"""Panera Bread""",,"""14035 E Independence Expy""",Indian Trail,NC,28079,35.0782238869,-80.653957352,2.5,27,1,Soup;Sandwiches;Bagels;Restaurants;Food;Breakfast & Brunch;Salad
48474,ed1KHQwsAYyFDrlUdwqJBA,"""China Bowl""",NoDa,"""3101 The Plz""",Charlotte,NC,28205,35.2393831,-80.798683,3.5,14,1,Restaurants;Chinese
48491,ffXOeotInfX8G_dK5_s6Ag,"""Chen-Fu Fast Chinese Food""",,"""9623 E Independence Blvd, Ste N""",Matthews,NC,28105,35.1357117,-80.7126734,4.0,23,1,Chinese;Restaurants
48504,6lovZEiwWcRYRhyKd94DRg,"""Smashburger""",,"""7804 Rea Rd, Ste B""",Charlotte,NC,28277,35.0608272,-80.8142914,3.5,160,1,Restaurants;Burgers
48519,92rhxx9s3s5_vNkJbRjVNw,"""El Rancho Mexican Grill""",Eastland,"""4918 Central Ave""",Charlotte,NC,28205,35.211124,-80.760491,2.5,8,1,Mexican;Restaurants
48529,jqoOMY0NGpqkH4fK28aAXA,"""Jin Jin""",,"""14231 Market Square Dr, Ste C-3""",Huntersville,NC,28078,35.4076805,-80.8649683,4.5,57,1,Chinese;Restaurants
48531,D_0iJz6ZlnOdb8c4yRfYEA,"""Cicis""",,"""10707 Park Rd, Ste R""",Charlotte,NC,28210,35.090291,-80.869206,3.0,8,1,Chicken Wings;Pizza;Desserts;American (Traditional);Restaurants;Food
48551,xreWxVX3vOmb8eEPUIpQaw,"""Sandwich Shop""",NoDa,"""1235 E 34th St""",Charlotte,NC,28205,35.2396583,-80.7989343,4.0,13,1,Sandwiches;Restaurants
48561,AhdG67rTB8bufF4x-DfKPg,"""Alino Pizzeria""",,"""8111 Concord Mills Boulevard""",Concord,NC,28027,35.3708382623,-80.7250952712,4.5,57,1,Salad;Restaurants;Desserts;Food;Pizza
48732,baVeDut9bOYwXef7CVgN2w,"""North Harbor Club""",,"""100 N Harbor Pl, Ste H""",Davidson,NC,28036,35.5063166,-80.8669568,4.0,189,1,American (New);Restaurants
48736,yt0PCCJN9hUsZhB210rsOg,"""The Common Market Oakwold""",Cotswold,"""4420 Monroe Rd""",Charlotte,NC,28205,35.1938997,-80.785648,4.5,33,1,Grocery;Coffee & Tea;Restaurants;Beer;Wine & Spirits;Delis;Bars;American (Traditional);Food;Sandwiches;Nightlife
48743,79DB7Q4v-792r_Iwgnwg1Q,"""Toppers Pizza""",,"""400 N Dobys Bridge Rd""",Fort Mill,SC,29715,35.0065867,-80.9311281,2.5,13,1,Pizza;Restaurants
48774,6_I3WEiwzx4ZyPZ3vlEUsg,"""Inizio Pizza Napoletana""",,"""2230 Park Rd, Ste 101""",Charlotte,NC,28203,35.1995509,-80.8520558,4.5,68,1,Food;Restaurants;Pizza;Italian;Gelato
48792,y3nhGBZagfj3tZe48v0pLA,"""Moe's Southwest Grill""",Ballantyne,"""14825 Ballantyne Village Way""",Charlotte,NC,28277,35.054283,-80.852313,3.0,27,1,Restaurants;Mexican;Tex-Mex
48947,E6P0_-D1PG5qw_bxoYkIFA,"""Nonna's Pizza and Restaurant""",,"""4995 Weddington Rd""",Concord,NC,28027,35.3974556,-80.6616424,4.0,26,1,Italian;Restaurants;Salad;Food;Desserts;Pizza
48961,MTbh64cQsBJZ6Ogl2xg67Q,"""Tavern 24""",,"""421 Cox Road""",Gastonia,NC,28054,35.2647007,-81.1362468,3.5,119,1,Nightlife;American (Traditional);Bars;American (New);Restaurants
48982,jKvvBB2X65uTrlbxuILlOQ,"""Bojangles""",,"""20214 W Catawba Ave""",Cornelius,NC,28031,35.4821431,-80.8796871,3.0,14,1,Restaurants;Fast Food;Southern
48984,ezorqG4R6QCaIMVVMfTAoQ,"""Dairy Queen""",,"""1480 Concord Pkwy N, Unit 88""",Concord,NC,28025,35.4403311,-80.6035231,2.5,3,1,Food;Fast Food;Restaurants;Ice Cream & Frozen Yogurt
49005,7WZHJyMln_Ai44PJ3_Q1Qg,"""Taco Truck""",,"""15906 Old Statesville Rd""",Huntersville,NC,28078,35.4302073,-80.8428826,4.5,44,1,Mexican;Restaurants;Food Trucks;Food
49048,EY6MJh_gO5mqjyT8rPsAlQ,"""Bourbon Street Grill""",,"""11025 Carolina Place Pkwy, Ste Fc9""",Pineville,NC,28134,35.0822,-80.8772242,2.5,3,1,Restaurants
49077,RUVHVrrvbh2bhoHZCBoAzQ,"""Bojangles' Famous Chicken 'n Biscuits""",,"""1604 Galleria Blvd""",Charlotte,NC,28270,35.134659,-80.736323,2.5,16,1,Fast Food;Chicken Shop;Chicken Wings;Restaurants
49104,F1tRni0x93nfRA-O5SHHzg,"""Tacos Nayarit #2""",,"""9775 Charlotte Hwy""",Fort Mill,SC,29732,35.0021658,-80.8561706,5.0,26,1,Food;Food Trucks;Restaurants;Mexican;Food Stands
49148,bLlcotXx91dw-U8R3HPrZw,"""Jack's Pizza""",,"""5850 W 74th Hwy""",Indian Trail,NC,28079,35.0659201,-80.639985,3.5,36,1,Italian;Restaurants;Pizza
49161,FrmEvjWoZP2Ad2NUyGVgHA,"""Maola's Pizza and Restaurant""",,"""20129-G N Main St""",Cornelius,NC,28031,35.4829265,-80.8600204,4.5,30,1,Italian;Restaurants;Pizza;Salad
49163,xswOBJzAg4MtfDjbYWjx1A,"""East Coast Wings & Grill""",,"""2263 Spider Dr""",Kannapolis,NC,28083,35.464626,-80.591998,3.5,40,1,Salad;Chicken Wings;Sandwiches;Restaurants
49168,flCEQ7EGDoIO1-4FyLh2OQ,"""McDonald's""",,"""14522 Lawyers Rd""",Matthews,NC,28104,35.1418387,-80.6236933,2.5,14,1,Restaurants
49232,yrUDeng1LrDvgyyjI5GiHA,"""Pho Quynh""",Eastland,"""4900 Central Ave""",Charlotte,NC,28205,35.2112960815,-80.7613372803,4.5,20,1,Bars;Food;Nightlife;Vietnamese;Desserts;Beer Bar;Restaurants
49261,o5QDrg_kb4hgsWxV6cV_Uw,"""The Flying Biscuit Cafe - Charlotte""",,"""4241 Park Rd""",Charlotte,NC,28209,35.1742292692,-80.8481419086,4.0,480,1,American (New);Southern;Restaurants;Soul Food;Breakfast & Brunch;Vegetarian
49439,v4HpZFOU3mvIeuHLRSIi7g,"""Bahn Thai""",Ballantyne,"""12206 Copper Way, Ste 122""",Charlotte,NC,28277,35.0708159675,-80.8440170065,4.0,193,1,Salad;Thai;Restaurants;Sushi Bars
49497,-BplplCOayCupKnRVZcclw,"""Moe's Southwest Grill""",,"""1497 Concord Pkwy""",Concord,NC,28026,35.439607,-80.607247,2.5,13,1,Tex-Mex;Mexican;Restaurants
49620,IvTpZowBC7_4N5xTXsaQpA,"""Domino's Pizza""",,"""8510 Park Rd""",Charlotte,NC,28210,35.117183,-80.857545,3.0,12,1,Restaurants;Pizza;Chicken Wings;Sandwiches
49649,8KUgiCUQptJxrvbVriIO0Q,"""Jack-In-the-Box""",,"""7000 W Wt Harris Blvd""",Charlotte,NC,28269,35.34807,-80.843388,2.5,20,1,Restaurants;Fast Food
49780,w_X-UvtOBMiZioKBEp0CHQ,"""Boone's Barbque Kitchen""",South End,"""1422 Winnifred St""",Charlotte,NC,28203,35.218167,-80.856737,4.0,10,1,Barbeque;Food;Food Trucks;Restaurants
49792,nPB_oUbkXcgOiLYVmYrjog,"""Jim 'N Nick's Bar-B-Q""",,"""2453 Lengers Way""",Indian Land,SC,29707,34.9958502,-80.8582586,3.5,83,1,Southern;Restaurants;Event Planning & Services;Caterers;Barbeque;Sandwiches
49805,x5fgrhaq8R8qXhZFPnfXWw,"""Poppyseeds Bagels""",,"""1311 Chestnut Ln""",Matthews,NC,28104,35.0681492576,-80.6997689025,4.0,107,1,Delis;Restaurants;Food;Cafes;Breakfast & Brunch;Bagels
49806,bhr9U0SAWLCrCIiLY-KIDQ,"""Arby's""",,"""18240 Statesville Rd""",Cornelius,NC,28031,35.4630805339,-80.8700000667,4.0,6,1,Sandwiches;Restaurants;Fast Food
49844,_PcRyvbZmVQvlS5uORDGVA,"""Redeye Diner""",Uptown,"""210 E Trade St""",Charlotte,NC,28202,35.2253172,-80.8424884,3.5,165,1,Restaurants;Diners;Breakfast & Brunch
49852,Z35sWrHZ8pfaHRuXLZc0lQ,"""South 21 Matthews""",,"""11450 E Independence Blvd""",Matthews,NC,28105,35.1153113,-80.695135,4.0,39,1,Burgers;Restaurants;Sandwiches;Salad
49890,3GMgxgK11TqpQq8TWh_7uA,"""Cracker Barrel Old Country Store""",,"""295 Carowinds Blvd""",Fort Mill,SC,29708,35.0954529,-80.9386585,3.0,65,1,Restaurants;American (Traditional)
49925,GvKx1QL6XLyMZnWZun1DPQ,"""Maxwell's Tavern""",,"""112 E South Main St""",Waxhaw,NC,28173,34.9245972,-80.7430295,4.0,141,1,Southern;Greek;Restaurants;American (Traditional)
49989,a1WSEZcD7Vm7GyCQriRKmg,"""Vell's Soul Food with a Twist""",,"""1316 S Main St, Ste B""",Kannapolis,NC,28081,35.4756918,-80.6252126,4.0,4,1,Restaurants;Food;Sandwiches;Soul Food;Coffee & Tea
